data,temp_media,temp_max,temp_min,precipitacao,evapotranspiracao,vento_max,municipio
2013-01-01,28.6,34.6,23.0,0.0,7.34,22.7,Petrolina
2013-01-02,29.0,34.2,24.1,0.0,7.08,20.5,Petrolina
2013-01-03,28.6,33.3,24.2,0.0,6.34,19.1,Petrolina
2013-01-04,28.5,33.7,23.7,3.7,7.19,21.6,Petrolina
2013-01-05,26.9,32.2,22.8,5.8,4.65,19.5,Petrolina
2013-01-06,27.9,32.4,23.4,0.0,6.48,19.8,Petrolina
2013-01-07,29.5,35.7,24.1,0.0,7.77,22.4,Petrolina
2013-01-08,29.8,35.6,23.9,0.0,8.32,25.3,Petrolina
2013-01-09,29.8,36.1,23.1,0.0,8.76,24.9,Petrolina
2013-01-10,29.7,35.9,23.3,0.0,8.13,22.8,Petrolina
2013-01-11,30.1,36.1,23.4,0.0,8.69,20.6,Petrolina
2013-01-12,30.0,36.0,24.5,0.0,8.47,27.3,Petrolina
2013-01-13,27.8,32.2,23.1,0.4,5.92,27.4,Petrolina
2013-01-14,29.5,35.4,23.8,0.0,7.76,24.1,Petrolina
2013-01-15,29.2,34.6,23.9,0.0,6.51,24.4,Petrolina
2013-01-16,29.7,33.6,25.8,0.0,5.07,18.0,Petrolina
2013-01-17,29.4,33.8,24.4,2.4,5.43,17.2,Petrolina
2013-01-18,26.8,31.1,23.5,3.2,4.03,10.7,Petrolina
2013-01-19,25.8,29.7,23.7,5.7,3.18,14.4,Petrolina
2013-01-20,26.7,30.5,22.7,4.1,4.16,11.8,Petrolina
2013-01-21,26.4,30.9,23.3,13.7,4.17,12.5,Petrolina
2013-01-22,25.4,30.0,22.6,23.2,3.51,14.0,Petrolina
2013-01-23,26.2,30.3,23.3,0.9,4.31,19.9,Petrolina
2013-01-24,26.9,30.8,23.3,0.0,5.68,16.3,Petrolina
2013-01-25,27.6,32.5,23.7,0.0,5.45,13.0,Petrolina
2013-01-26,27.2,31.5,24.5,1.2,3.6,12.6,Petrolina
2013-01-27,28.3,32.6,24.4,0.5,4.99,9.5,Petrolina
2013-01-28,28.6,33.9,24.8,0.2,6.25,17.2,Petrolina
2013-01-29,28.3,33.2,22.9,0.0,6.6,21.0,Petrolina
2013-01-30,28.5,33.8,22.5,0.0,7.18,19.4,Petrolina
2013-01-31,29.5,35.3,23.7,0.0,8.02,18.5,Petrolina
2013-02-01,29.3,34.7,23.3,0.0,7.9,19.2,Petrolina
2013-02-02,29.2,35.4,22.9,0.0,8.39,24.3,Petrolina
2013-02-03,29.9,36.4,23.1,0.0,9.13,23.9,Petrolina
2013-02-04,30.0,36.5,23.1,0.0,8.94,23.3,Petrolina
2013-02-05,30.0,36.4,23.5,0.0,8.88,21.8,Petrolina
2013-02-06,29.2,33.8,23.3,0.0,7.85,25.9,Petrolina
2013-02-07,29.0,33.9,24.0,0.0,7.15,27.0,Petrolina
2013-02-08,29.4,36.5,23.7,0.0,8.71,27.0,Petrolina
2013-02-09,29.5,35.4,23.9,0.1,8.51,27.1,Petrolina
2013-02-10,29.0,35.9,22.3,0.0,9.01,26.4,Petrolina
2013-02-11,28.9,35.6,22.4,0.0,9.09,23.4,Petrolina
2013-02-12,29.4,36.1,22.6,0.0,9.25,23.7,Petrolina
2013-02-13,29.4,36.0,22.8,0.0,9.01,24.0,Petrolina
2013-02-14,29.4,35.3,23.3,0.0,7.64,22.9,Petrolina
2013-02-15,29.8,35.0,24.0,0.0,7.44,20.8,Petrolina
2013-02-16,29.5,35.3,23.6,0.0,7.88,21.5,Petrolina
2013-02-17,29.3,34.0,24.2,0.0,7.11,18.8,Petrolina
2013-02-18,29.8,35.3,24.5,0.0,8.43,21.4,Petrolina
2013-02-19,29.5,35.7,22.9,0.0,8.97,25.0,Petrolina
2013-02-20,28.9,33.9,23.9,0.0,7.21,24.7,Petrolina
2013-02-21,28.6,33.5,23.8,0.0,6.61,26.6,Petrolina
2013-02-22,29.7,36.5,23.1,0.0,8.5,23.1,Petrolina
2013-02-23,29.8,35.4,24.4,0.0,7.81,24.0,Petrolina
2013-02-24,29.9,35.7,24.0,0.0,8.98,24.7,Petrolina
2013-02-25,29.7,35.7,24.0,0.0,7.4,24.4,Petrolina
2013-02-26,30.2,36.4,23.8,0.0,7.68,23.0,Petrolina
2013-02-27,31.1,36.8,24.5,0.0,8.56,19.2,Petrolina
2013-02-28,31.4,36.8,25.2,0.0,8.25,20.0,Petrolina
2013-03-01,30.9,37.2,24.1,0.0,9.69,28.5,Petrolina
2013-03-02,29.8,36.4,23.0,0.0,9.59,27.1,Petrolina
2013-03-03,29.2,34.8,23.0,0.0,8.65,28.0,Petrolina
2013-03-04,29.2,36.5,22.3,0.0,8.74,26.1,Petrolina
2013-03-05,29.8,35.7,24.8,0.6,7.2,22.1,Petrolina
2013-03-06,30.7,37.2,23.9,0.0,8.78,20.0,Petrolina
2013-03-07,30.6,36.8,24.0,0.0,8.92,19.9,Petrolina
2013-03-08,30.0,36.8,23.2,0.0,8.96,22.4,Petrolina
2013-03-09,30.1,36.5,23.5,0.0,8.41,19.2,Petrolina
2013-03-10,31.2,36.6,24.9,0.0,7.54,21.5,Petrolina
2013-03-11,32.1,37.0,27.0,0.0,7.18,18.5,Petrolina
2013-03-12,33.0,38.4,26.9,0.0,8.39,15.9,Petrolina
2013-03-13,32.4,37.2,26.2,0.0,8.01,18.1,Petrolina
2013-03-14,31.3,36.3,25.5,0.0,7.98,18.6,Petrolina
2013-03-15,29.3,33.6,25.2,0.0,6.64,26.0,Petrolina
2013-03-16,29.4,35.9,23.2,0.0,7.95,25.4,Petrolina
2013-03-17,27.6,31.0,24.8,0.2,4.69,22.3,Petrolina
2013-03-18,29.3,35.5,24.2,0.6,7.16,22.3,Petrolina
2013-03-19,27.7,33.2,24.0,1.4,5.44,20.9,Petrolina
2013-03-20,27.6,32.1,24.3,0.2,5.14,18.9,Petrolina
2013-03-21,27.4,32.2,23.1,1.9,4.95,16.0,Petrolina
2013-03-22,27.9,32.0,23.5,1.7,5.22,18.0,Petrolina
2013-03-23,28.4,32.8,25.2,1.6,5.34,16.6,Petrolina
2013-03-24,29.3,34.2,25.1,0.0,6.27,16.6,Petrolina
2013-03-25,29.1,34.7,25.1,0.0,6.39,16.0,Petrolina
2013-03-26,29.8,35.5,24.6,0.0,5.86,12.9,Petrolina
2013-03-27,30.4,35.7,25.6,0.0,6.58,15.8,Petrolina
2013-03-28,28.5,32.8,24.9,2.0,4.09,11.6,Petrolina
2013-03-29,27.4,32.0,23.5,7.8,4.12,11.5,Petrolina
2013-03-30,28.2,34.2,22.8,0.2,7.39,23.5,Petrolina
2013-03-31,28.7,34.9,22.9,0.0,7.67,21.9,Petrolina
2013-04-01,29.4,36.0,23.1,0.0,8.28,27.6,Petrolina
2013-04-02,29.9,34.6,25.4,0.0,6.45,22.0,Petrolina
2013-04-03,29.8,36.2,23.8,0.0,8.09,25.8,Petrolina
2013-04-04,28.7,34.3,24.7,0.5,6.37,21.9,Petrolina
2013-04-05,29.7,35.2,24.6,0.0,6.3,19.5,Petrolina
2013-04-06,30.3,34.6,26.2,0.2,5.62,14.8,Petrolina
2013-04-07,27.5,31.9,24.9,7.3,3.56,13.5,Petrolina
2013-04-08,27.9,32.5,23.9,1.9,4.29,10.6,Petrolina
2013-04-09,27.7,32.3,24.3,1.9,4.57,19.2,Petrolina
2013-04-10,28.9,34.5,23.8,0.0,6.13,18.7,Petrolina
2013-04-11,29.3,35.4,23.2,0.0,7.54,23.5,Petrolina
2013-04-12,29.8,35.6,24.1,0.0,7.44,22.1,Petrolina
2013-04-13,30.1,36.4,23.7,0.0,7.44,18.7,Petrolina
2013-04-14,30.7,35.8,24.3,0.0,6.0,13.7,Petrolina
2013-04-15,31.3,35.1,26.6,0.0,5.35,14.5,Petrolina
2013-04-16,28.5,34.2,24.4,4.7,4.3,15.3,Petrolina
2013-04-17,26.5,29.2,24.6,6.0,3.57,12.2,Petrolina
2013-04-18,26.5,31.6,23.5,8.9,3.78,16.0,Petrolina
2013-04-19,26.7,31.6,23.4,0.1,5.42,21.9,Petrolina
2013-04-20,26.0,32.6,22.5,0.0,6.12,30.6,Petrolina
2013-04-21,24.7,28.2,22.1,0.3,4.22,26.1,Petrolina
2013-04-22,24.8,28.6,21.4,0.0,4.59,30.8,Petrolina
2013-04-23,24.9,28.1,22.3,0.0,4.18,29.4,Petrolina
2013-04-24,25.2,28.7,22.2,0.1,4.55,29.6,Petrolina
2013-04-25,24.1,25.8,22.7,0.2,2.72,27.0,Petrolina
2013-04-26,24.9,29.1,22.2,0.3,4.14,30.3,Petrolina
2013-04-27,25.9,31.6,21.4,0.0,5.7,24.5,Petrolina
2013-04-28,26.3,32.3,21.3,0.0,6.45,28.6,Petrolina
2013-04-29,25.5,29.9,21.5,0.0,4.87,26.9,Petrolina
2013-04-30,25.6,29.8,22.5,0.0,4.26,25.0,Petrolina
2013-05-01,26.6,31.9,22.9,0.0,4.91,21.7,Petrolina
2013-05-02,26.2,30.6,22.2,0.4,4.55,22.4,Petrolina
2013-05-03,27.0,32.5,22.2,0.0,5.73,23.0,Petrolina
2013-05-04,26.9,33.4,21.3,0.0,6.79,23.7,Petrolina
2013-05-05,27.5,33.5,21.4,0.0,6.49,18.4,Petrolina
2013-05-06,28.3,33.7,22.4,0.0,5.73,14.0,Petrolina
2013-05-07,29.1,34.5,23.8,0.0,5.86,17.8,Petrolina
2013-05-08,29.7,35.1,24.5,0.0,6.97,20.7,Petrolina
2013-05-09,27.1,31.1,24.0,2.0,4.82,25.0,Petrolina
2013-05-10,25.4,30.1,23.0,1.0,4.52,27.9,Petrolina
2013-05-11,24.6,28.7,21.5,0.2,4.59,27.7,Petrolina
2013-05-12,25.0,29.1,22.1,0.6,3.96,25.5,Petrolina
2013-05-13,25.7,30.8,21.9,0.1,5.16,25.5,Petrolina
2013-05-14,25.5,29.8,21.3,0.0,4.56,26.5,Petrolina
2013-05-15,26.2,32.0,21.6,0.1,5.85,27.7,Petrolina
2013-05-16,26.0,30.5,21.7,0.0,4.76,23.8,Petrolina
2013-05-17,25.5,30.3,23.0,1.3,4.27,24.5,Petrolina
2013-05-18,26.2,31.5,22.3,0.0,5.67,25.9,Petrolina
2013-05-19,25.3,29.4,21.4,0.0,4.14,24.7,Petrolina
2013-05-20,25.5,30.7,22.1,0.4,4.48,21.5,Petrolina
2013-05-21,25.9,30.8,21.7,0.0,4.63,20.2,Petrolina
2013-05-22,27.2,33.8,21.1,0.0,5.82,15.9,Petrolina
2013-05-23,27.2,33.1,21.2,0.0,5.57,14.7,Petrolina
2013-05-24,28.0,34.4,21.7,0.0,6.07,20.7,Petrolina
2013-05-25,27.9,33.5,22.6,0.0,5.85,19.3,Petrolina
2013-05-26,27.0,32.2,23.4,0.0,5.4,26.3,Petrolina
2013-05-27,26.0,30.6,22.8,0.0,4.83,26.8,Petrolina
2013-05-28,26.0,30.4,22.5,0.1,4.5,25.5,Petrolina
2013-05-29,26.6,32.8,21.4,0.0,5.63,19.4,Petrolina
2013-05-30,27.5,33.7,21.6,0.0,6.01,19.4,Petrolina
2013-05-31,27.7,33.8,22.0,0.1,5.99,21.0,Petrolina
2013-06-01,27.0,32.6,22.5,0.1,5.88,24.5,Petrolina
2013-06-02,26.3,31.1,22.7,0.3,4.62,18.4,Petrolina
2013-06-03,26.8,32.2,21.5,0.0,5.69,17.6,Petrolina
2013-06-04,27.0,32.9,21.5,0.0,5.86,23.0,Petrolina
2013-06-05,26.7,32.3,22.8,0.4,5.25,23.1,Petrolina
2013-06-06,26.2,32.6,22.4,0.0,5.96,24.6,Petrolina
2013-06-07,25.9,30.6,21.9,0.0,4.12,24.1,Petrolina
2013-06-08,26.1,31.5,21.9,0.0,6.09,27.8,Petrolina
2013-06-09,25.0,29.4,21.5,0.1,4.56,31.1,Petrolina
2013-06-10,24.5,29.3,21.1,0.2,4.18,28.1,Petrolina
2013-06-11,25.1,29.3,21.8,0.0,4.23,25.8,Petrolina
2013-06-12,24.5,28.6,21.1,0.0,3.69,24.6,Petrolina
2013-06-13,25.6,31.4,20.7,0.0,5.71,25.1,Petrolina
2013-06-14,25.6,31.3,21.7,0.0,5.13,21.6,Petrolina
2013-06-15,26.3,32.1,21.4,0.0,5.85,22.3,Petrolina
2013-06-16,26.5,32.5,21.4,0.0,6.16,22.4,Petrolina
2013-06-17,25.6,30.3,22.3,0.4,3.94,22.1,Petrolina
2013-06-18,25.9,31.0,22.4,0.2,4.26,23.0,Petrolina
2013-06-19,26.6,32.0,22.3,0.0,5.57,22.6,Petrolina
2013-06-20,25.9,31.2,21.3,0.0,5.29,23.4,Petrolina
2013-06-21,25.1,29.9,19.5,0.0,4.45,21.3,Petrolina
2013-06-22,26.2,30.9,22.7,0.1,4.51,19.7,Petrolina
2013-06-23,25.9,32.1,20.6,0.0,6.14,24.6,Petrolina
2013-06-24,25.3,31.7,19.5,0.0,6.56,24.6,Petrolina
2013-06-25,24.5,28.4,20.7,0.0,4.26,27.0,Petrolina
2013-06-26,24.9,30.7,19.6,0.0,5.95,25.2,Petrolina
2013-06-27,25.3,31.6,19.6,0.0,6.16,23.7,Petrolina
2013-06-28,26.4,31.9,21.5,0.0,6.01,21.4,Petrolina
2013-06-29,26.9,32.6,21.3,0.0,5.78,20.0,Petrolina
2013-06-30,26.5,32.0,21.2,0.0,6.05,20.2,Petrolina
2013-07-01,26.2,32.0,20.7,0.0,6.33,22.1,Petrolina
2013-07-02,25.7,31.9,19.6,0.0,6.35,22.4,Petrolina
2013-07-03,25.3,30.2,21.3,0.0,5.63,28.8,Petrolina
2013-07-04,25.6,31.0,21.1,0.0,6.21,33.6,Petrolina
2013-07-05,25.2,30.9,20.4,0.0,6.08,27.6,Petrolina
2013-07-06,24.3,28.6,20.1,0.0,4.3,25.2,Petrolina
2013-07-07,25.1,30.6,20.3,0.0,5.71,25.7,Petrolina
2013-07-08,25.0,31.3,19.8,0.0,5.87,25.1,Petrolina
2013-07-09,24.5,28.9,20.7,0.0,4.88,28.0,Petrolina
2013-07-10,23.3,27.1,19.5,0.1,4.23,30.3,Petrolina
2013-07-11,24.0,30.4,19.8,0.0,5.41,30.8,Petrolina
2013-07-12,24.3,29.4,19.4,0.0,5.14,24.7,Petrolina
2013-07-13,24.1,28.7,21.6,0.8,3.62,25.0,Petrolina
2013-07-14,24.6,29.6,21.1,0.0,4.84,26.6,Petrolina
2013-07-15,24.5,30.9,19.7,0.0,5.29,22.3,Petrolina
2013-07-16,25.6,32.7,19.3,0.0,6.19,18.3,Petrolina
2013-07-17,24.6,31.1,18.8,0.0,6.53,24.9,Petrolina
2013-07-18,24.4,30.1,18.8,0.0,5.4,24.8,Petrolina
2013-07-19,24.8,29.0,22.2,0.3,4.09,23.9,Petrolina
2013-07-20,25.3,31.5,20.5,0.0,5.72,20.3,Petrolina
2013-07-21,25.6,32.0,19.3,0.0,6.03,19.2,Petrolina
2013-07-22,25.2,31.3,21.3,0.0,5.89,22.3,Petrolina
2013-07-23,24.7,30.5,18.7,0.0,5.41,20.4,Petrolina
2013-07-24,25.9,31.6,20.1,0.0,6.77,25.0,Petrolina
2013-07-25,25.2,30.0,22.0,0.0,5.04,23.1,Petrolina
2013-07-26,25.3,30.2,21.3,0.0,4.13,26.0,Petrolina
2013-07-27,23.1,26.0,20.8,4.3,2.64,23.7,Petrolina
2013-07-28,23.7,28.4,20.0,0.3,4.17,24.4,Petrolina
2013-07-29,23.7,28.9,18.4,0.0,4.83,22.6,Petrolina
2013-07-30,24.2,29.4,20.3,0.0,5.11,23.1,Petrolina
2013-07-31,23.8,30.2,19.3,0.0,5.38,27.1,Petrolina
2013-08-01,23.3,27.4,20.3,0.0,4.3,26.7,Petrolina
2013-08-02,23.0,26.2,20.2,0.2,3.97,27.1,Petrolina
2013-08-03,23.0,28.6,18.6,0.0,4.44,22.4,Petrolina
2013-08-04,23.5,30.4,16.5,0.0,5.99,19.6,Petrolina
2013-08-05,24.6,31.6,17.8,0.0,6.7,22.2,Petrolina
2013-08-06,25.0,30.4,20.7,0.2,4.89,24.2,Petrolina
2013-08-07,24.1,28.2,20.9,0.1,4.66,23.8,Petrolina
2013-08-08,23.3,28.4,18.6,0.0,4.75,26.1,Petrolina
2013-08-09,24.6,29.1,19.6,0.0,5.53,25.4,Petrolina
2013-08-10,24.7,30.4,19.5,0.0,5.55,23.2,Petrolina
2013-08-11,24.8,31.0,19.3,0.0,6.29,22.9,Petrolina
2013-08-12,25.0,31.9,18.9,0.0,6.54,23.6,Petrolina
2013-08-13,25.3,31.6,20.4,0.0,6.09,25.1,Petrolina
2013-08-14,25.3,31.2,20.6,0.0,5.34,24.8,Petrolina
2013-08-15,25.4,32.4,20.3,0.0,6.27,23.3,Petrolina
2013-08-16,25.3,31.9,20.2,0.0,7.05,26.7,Petrolina
2013-08-17,24.8,30.7,20.1,0.0,5.76,27.6,Petrolina
2013-08-18,24.2,29.0,20.0,0.0,5.16,25.9,Petrolina
2013-08-19,24.2,30.1,19.7,0.0,6.06,28.3,Petrolina
2013-08-20,24.3,30.1,20.3,0.1,5.23,24.7,Petrolina
2013-08-21,24.6,29.2,20.3,0.0,5.43,27.4,Petrolina
2013-08-22,24.2,28.8,20.0,0.0,4.71,26.3,Petrolina
2013-08-23,24.4,30.7,18.9,0.0,6.77,28.5,Petrolina
2013-08-24,25.3,31.5,20.2,0.0,6.2,26.7,Petrolina
2013-08-25,25.2,31.7,20.0,0.0,6.18,25.7,Petrolina
2013-08-26,25.2,31.9,19.8,0.0,6.33,24.9,Petrolina
2013-08-27,26.1,33.3,19.8,0.0,6.57,21.1,Petrolina
2013-08-28,27.1,35.1,19.6,0.0,7.39,22.2,Petrolina
2013-08-29,26.0,31.7,21.4,0.0,6.85,28.2,Petrolina
2013-08-30,24.7,29.6,20.8,0.0,5.33,32.0,Petrolina
2013-08-31,24.7,30.0,21.1,0.4,5.24,27.5,Petrolina
2013-09-01,24.4,30.5,19.4,0.0,5.76,25.0,Petrolina
2013-09-02,24.9,31.7,19.1,0.0,6.66,24.3,Petrolina
2013-09-03,25.7,32.4,18.9,0.0,7.08,22.3,Petrolina
2013-09-04,26.9,34.0,20.1,0.0,7.38,20.6,Petrolina
2013-09-05,26.9,32.9,22.4,0.0,7.64,26.5,Petrolina
2013-09-06,25.4,31.0,20.5,0.0,6.25,28.1,Petrolina
2013-09-07,24.7,29.2,20.6,0.0,4.9,28.1,Petrolina
2013-09-08,24.6,28.8,20.6,0.0,4.95,29.2,Petrolina
2013-09-09,24.5,30.5,19.8,0.0,5.91,28.3,Petrolina
2013-09-10,24.3,28.5,19.3,0.0,5.57,29.0,Petrolina
2013-09-11,24.0,30.3,18.6,0.0,6.6,29.5,Petrolina
2013-09-12,23.9,28.8,19.8,0.2,5.5,26.5,Petrolina
2013-09-13,25.0,32.0,19.3,0.0,6.32,28.0,Petrolina
2013-09-14,25.2,30.2,20.5,0.0,4.7,26.3,Petrolina
2013-09-15,25.9,31.0,21.5,0.0,5.3,26.1,Petrolina
2013-09-16,26.5,33.8,20.4,0.0,6.57,22.8,Petrolina
2013-09-17,27.2,34.5,20.4,0.0,7.38,19.6,Petrolina
2013-09-18,28.3,35.2,21.5,0.0,8.04,24.4,Petrolina
2013-09-19,27.0,33.6,21.2,0.0,8.37,28.3,Petrolina
2013-09-20,25.9,32.7,19.9,0.0,7.75,29.9,Petrolina
2013-09-21,26.4,33.5,19.3,0.0,7.81,24.2,Petrolina
2013-09-22,27.3,34.1,20.5,0.0,7.36,20.3,Petrolina
2013-09-23,28.0,35.3,21.1,0.0,7.78,18.4,Petrolina
2013-09-24,28.3,36.2,19.9,0.0,8.34,17.4,Petrolina
2013-09-25,29.0,36.5,20.7,0.0,7.74,19.0,Petrolina
2013-09-26,29.5,36.1,22.8,0.0,8.31,24.3,Petrolina
2013-09-27,28.1,34.9,21.5,0.0,8.5,26.1,Petrolina
2013-09-28,27.6,34.3,21.4,0.0,8.01,22.8,Petrolina
2013-09-29,27.7,34.8,20.8,0.0,8.64,24.6,Petrolina
2013-09-30,26.6,32.2,20.8,0.0,6.91,25.0,Petrolina
2013-10-01,27.0,33.8,20.3,0.0,7.79,21.9,Petrolina
2013-10-02,27.5,34.7,20.7,0.0,8.14,20.5,Petrolina
2013-10-03,28.7,35.6,21.5,0.0,8.66,22.0,Petrolina
2013-10-04,28.6,35.4,21.3,0.0,8.11,22.2,Petrolina
2013-10-05,29.7,36.2,22.5,0.0,8.08,18.8,Petrolina
2013-10-06,31.1,37.5,23.4,0.0,8.7,27.8,Petrolina
2013-10-07,28.4,34.5,22.6,0.0,7.85,28.9,Petrolina
2013-10-08,28.0,34.4,22.0,0.0,8.55,29.4,Petrolina
2013-10-09,26.9,34.7,21.3,0.0,8.01,30.2,Petrolina
2013-10-10,23.8,28.6,21.1,0.1,4.93,31.4,Petrolina
2013-10-11,24.2,29.7,20.6,0.1,5.36,34.4,Petrolina
2013-10-12,23.3,26.3,21.0,0.0,4.01,33.6,Petrolina
2013-10-13,24.5,28.1,20.8,0.0,5.51,31.7,Petrolina
2013-10-14,24.7,28.9,22.1,0.2,4.72,29.3,Petrolina
2013-10-15,26.0,31.3,21.5,0.0,5.69,26.1,Petrolina
2013-10-16,27.0,32.5,22.2,0.0,6.12,24.9,Petrolina
2013-10-17,27.6,34.8,22.0,0.0,7.18,22.1,Petrolina
2013-10-18,27.3,33.2,21.4,0.0,6.06,21.2,Petrolina
2013-10-19,29.1,35.6,22.5,0.0,7.39,18.5,Petrolina
2013-10-20,30.0,35.6,24.4,0.0,7.91,23.2,Petrolina
2013-10-21,29.1,36.0,23.1,0.0,8.62,23.1,Petrolina
2013-10-22,28.1,35.3,21.4,0.0,8.67,24.6,Petrolina
2013-10-23,27.7,34.6,21.5,0.0,8.59,26.5,Petrolina
2013-10-24,27.4,33.7,21.2,0.0,7.97,27.9,Petrolina
2013-10-25,27.5,34.3,20.9,0.0,8.36,23.7,Petrolina
2013-10-26,27.6,34.1,21.1,0.0,8.8,24.0,Petrolina
2013-10-27,27.9,34.7,21.3,0.0,8.07,23.3,Petrolina
2013-10-28,29.0,34.4,22.1,0.0,6.52,19.2,Petrolina
2013-10-29,30.2,36.0,24.5,0.0,8.67,27.2,Petrolina
2013-10-30,29.1,35.6,23.2,0.0,8.7,25.4,Petrolina
2013-10-31,29.1,35.3,22.6,0.0,8.63,24.3,Petrolina
2013-11-01,28.7,35.0,22.3,0.0,8.94,25.3,Petrolina
2013-11-02,28.3,34.8,21.7,0.0,8.91,26.6,Petrolina
2013-11-03,27.4,34.4,21.7,0.2,8.14,26.7,Petrolina
2013-11-04,24.4,29.2,21.3,6.0,3.95,23.6,Petrolina
2013-11-05,27.4,33.9,22.0,0.0,6.65,22.1,Petrolina
2013-11-06,28.4,34.7,22.9,0.0,7.62,23.0,Petrolina
2013-11-07,28.2,34.7,22.5,0.0,7.95,24.3,Petrolina
2013-11-08,28.3,35.0,21.5,0.0,8.26,21.3,Petrolina
2013-11-09,29.5,35.9,22.4,0.0,8.32,17.3,Petrolina
2013-11-10,29.7,36.2,23.6,0.0,8.42,21.7,Petrolina
2013-11-11,29.1,34.4,23.6,0.0,6.74,20.4,Petrolina
2013-11-12,29.2,34.4,24.0,0.0,7.14,18.7,Petrolina
2013-11-13,29.9,36.0,24.1,0.1,8.33,25.6,Petrolina
2013-11-14,28.3,34.7,22.8,0.0,8.61,27.9,Petrolina
2013-11-15,27.8,33.9,21.5,0.0,8.68,25.7,Petrolina
2013-11-16,26.3,30.9,21.6,0.0,6.7,23.2,Petrolina
2013-11-17,28.2,34.6,21.3,0.0,8.47,21.9,Petrolina
2013-11-18,28.3,34.9,22.1,0.0,8.84,27.3,Petrolina
2013-11-19,27.3,34.0,22.0,0.0,7.7,28.6,Petrolina
2013-11-20,27.0,32.7,21.8,0.0,6.76,25.7,Petrolina
2013-11-21,26.8,33.3,21.2,0.0,7.62,23.9,Petrolina
2013-11-22,27.8,34.0,21.6,0.0,6.97,18.4,Petrolina
2013-11-23,28.2,33.4,23.6,1.4,5.81,13.6,Petrolina
2013-11-24,26.0,28.5,23.3,11.7,3.6,12.9,Petrolina
2013-11-25,27.5,32.4,23.8,0.0,6.37,22.2,Petrolina
2013-11-26,27.1,31.3,23.1,0.0,4.98,19.7,Petrolina
2013-11-27,27.8,32.5,23.0,0.5,5.89,20.9,Petrolina
2013-11-28,26.4,29.6,24.1,1.3,2.96,11.7,Petrolina
2013-11-29,28.1,33.2,23.0,0.0,6.68,22.4,Petrolina
2013-11-30,28.4,34.3,22.2,0.0,7.99,26.4,Petrolina
2013-12-01,28.3,35.4,21.7,0.0,8.9,26.9,Petrolina
2013-12-02,28.3,33.5,22.5,0.1,6.53,23.9,Petrolina
2013-12-03,30.1,35.5,23.6,0.0,7.28,17.9,Petrolina
2013-12-04,31.3,35.9,26.1,0.0,6.47,15.8,Petrolina
2013-12-05,31.5,36.5,27.1,0.1,7.41,17.0,Petrolina
2013-12-06,29.2,33.5,25.0,1.3,5.63,12.0,Petrolina
2013-12-07,27.8,32.0,24.9,2.5,4.6,12.3,Petrolina
2013-12-08,28.4,32.5,23.8,0.4,5.82,18.2,Petrolina
2013-12-09,29.3,35.0,23.6,0.0,8.03,19.9,Petrolina
2013-12-10,29.0,34.9,22.9,0.0,7.81,18.6,Petrolina
2013-12-11,29.8,35.9,22.7,0.0,7.31,16.1,Petrolina
2013-12-12,30.3,34.4,26.0,0.0,6.3,14.8,Petrolina
2013-12-13,27.3,31.9,24.0,4.0,4.5,14.8,Petrolina
2013-12-14,28.2,34.0,24.1,2.9,5.73,15.6,Petrolina
2013-12-15,27.3,33.6,23.4,10.3,5.24,14.8,Petrolina
2013-12-16,25.8,29.3,22.8,14.2,3.7,14.9,Petrolina
2013-12-17,24.2,26.5,22.4,29.0,1.85,9.4,Petrolina
2013-12-18,23.6,26.1,22.2,27.9,1.74,10.7,Petrolina
2013-12-19,23.9,26.9,21.9,15.0,2.1,14.5,Petrolina
2013-12-20,22.9,24.5,22.0,18.6,1.01,7.9,Petrolina
2013-12-21,23.7,27.5,21.8,7.7,2.15,12.2,Petrolina
2013-12-22,23.9,26.0,22.1,15.4,1.62,5.7,Petrolina
2013-12-23,25.1,29.3,21.9,8.7,3.92,17.7,Petrolina
2013-12-24,25.8,30.0,22.4,0.7,4.94,18.2,Petrolina
2013-12-25,25.7,30.7,21.5,0.0,5.16,21.3,Petrolina
2013-12-26,25.8,31.2,21.5,0.0,5.49,19.9,Petrolina
2013-12-27,26.1,30.4,22.7,0.4,5.07,18.4,Petrolina
2013-12-28,25.9,29.9,22.6,0.0,4.95,20.6,Petrolina
2013-12-29,26.0,31.8,21.4,0.0,6.54,17.6,Petrolina
2013-12-30,25.8,30.5,21.2,0.0,5.36,21.9,Petrolina
2013-12-31,26.1,31.8,21.3,0.0,6.27,17.8,Petrolina
2014-01-01,26.1,31.4,21.4,0.0,6.2,18.8,Petrolina
2014-01-02,26.5,32.3,21.1,0.0,6.9,18.1,Petrolina
2014-01-03,26.5,32.4,21.4,0.0,6.95,20.1,Petrolina
2014-01-04,26.9,33.1,20.9,0.0,7.1,17.7,Petrolina
2014-01-05,26.8,32.8,21.1,0.0,7.79,22.5,Petrolina
2014-01-06,26.8,32.7,21.1,0.0,7.21,22.4,Petrolina
2014-01-07,27.0,32.7,22.0,0.0,7.79,21.4,Petrolina
2014-01-08,27.2,33.5,21.3,0.0,8.08,23.2,Petrolina
2014-01-09,27.9,33.1,22.5,0.0,7.01,19.4,Petrolina
2014-01-10,27.4,31.2,24.2,0.4,5.13,19.2,Petrolina
2014-01-11,28.5,33.9,23.7,0.0,7.77,23.2,Petrolina
2014-01-12,27.9,32.9,23.9,0.0,6.41,23.2,Petrolina
