ano,mes,municipio,produto,quantidade_produzida_t,preco_medio_r$_kg,area_colhida_ha,rendimento_medio_kg_ha,temp_media_mensal,temp_maxima_mensal,temp_minima_mensal,precipitacao_acumulada_mm,eto_acumulada_mm,vento_medio_mensal,gdd_mensal,deficit_hidrico_mm,indice_stress_hidrico,amplitude_termica,dias_temp_otima_est
2018,1,JUAZEIRO,Uva,33500,5.01125,1100,30455,27.97741935483871,35.2,21.8,49.6,199.06,21.47741935483871,17.97741935483871,-149.46,75.08288958103084,13.400000000000002,21.551144687892833
2018,2,JUAZEIRO,Uva,33500,5.01125,1100,30455,26.24285714285714,34.1,21.2,90.4,130.6,18.02857142857143,16.24285714285714,-40.19999999999999,30.781010719754963,12.900000000000002,25.546309945051078
2018,3,JUAZEIRO,Uva,33500,5.01125,1100,30455,26.90967741935484,34.0,20.6,91.9,152.6,17.34193548387097,16.90967741935484,-60.69999999999999,39.777195281782426,13.399999999999999,24.068586583209054
2018,4,JUAZEIRO,Uva,33500,5.01125,1100,30455,26.2,33.7,20.7,34.0,149.12,22.383333333333333,16.2,-115.12,77.19957081545064,13.000000000000004,25.518875040377928
2018,5,JUAZEIRO,Uva,33500,5.01125,1100,30455,25.50967741935484,34.3,20.1,4.2,146.14,24.806451612903224,15.50967741935484,-141.94,97.12604351991241,14.199999999999996,25.10142754967181
2018,6,JUAZEIRO,Uva,33500,5.01125,1100,30455,24.53,31.0,18.1,4.9,140.01,25.35666666666667,14.530000000000001,-135.10999999999999,96.50024998214413,12.899999999999999,26.250188575814942
2018,7,JUAZEIRO,Uva,33500,5.01125,1100,30455,24.296774193548387,30.8,17.9,2.8,159.83,25.758064516129032,14.296774193548387,-157.03,98.24813864731277,12.900000000000002,26.103933264351273
2018,8,JUAZEIRO,Uva,33500,5.01125,1100,30455,25.541935483870965,33.6,18.0,1.8,193.33,24.3,15.541935483870965,-191.53,99.06894946464594,15.600000000000001,23.875291478891736
2018,9,JUAZEIRO,Uva,33500,5.01125,1100,30455,26.793333333333333,35.2,18.7,1.3,211.63,25.05333333333333,16.793333333333333,-210.32999999999998,99.38572036100743,16.500000000000004,21.95214987368919
2018,10,JUAZEIRO,Uva,33500,5.01125,1100,30455,28.316129032258065,36.5,20.2,23.4,214.25,22.73225806451613,18.316129032258065,-190.85,89.0781796966161,16.3,19.189208422901988
2018,11,JUAZEIRO,Uva,33500,5.01125,1100,30455,29.006666666666668,36.4,21.3,6.5,228.06,26.33,19.006666666666668,-221.56,97.14987284048058,15.099999999999998,17.857717893681087
2018,12,JUAZEIRO,Uva,33500,5.01125,1100,30455,26.425806451612903,34.7,20.0,118.4,163.91,18.845161290322583,16.425806451612903,-45.50999999999999,27.765237020316025,14.700000000000003,23.832878084890783
2019,1,JUAZEIRO,Manga,179353,1.79,6650,26970,29.23548387096774,36.0,22.5,4.9,239.72,23.70967741935484,19.23548387096774,-234.82,97.95594860670782,13.5,17.59492140556428
2019,2,JUAZEIRO,Manga,179353,1.79,6650,26970,27.810714285714287,36.0,21.6,125.7,158.29,16.55,17.810714285714287,-32.58999999999999,20.588792722218706,14.399999999999999,21.40302142053719
2019,3,JUAZEIRO,Manga,179353,1.79,6650,26970,27.725806451612904,36.0,21.7,56.6,172.73,18.26774193548387,17.725806451612904,-116.13,67.23209633532102,14.3,21.669348269083226
2019,4,JUAZEIRO,Manga,179353,1.79,6650,26970,27.5,34.5,21.5,69.8,158.0,18.176666666666662,17.5,-88.2,55.82278481012659,13.0,23.058411245213428
2019,5,JUAZEIRO,Manga,179353,1.79,6650,26970,27.606451612903225,34.6,20.4,19.2,174.93,21.429032258064517,17.606451612903225,-155.73000000000002,89.02418110101183,14.200000000000003,22.015505934736478
2019,6,JUAZEIRO,Manga,179353,1.79,6650,26970,25.146666666666665,32.9,19.3,10.0,144.96,27.03,15.146666666666665,-134.96,93.10154525386314,13.599999999999998,25.74681866650846
2019,7,JUAZEIRO,Manga,179353,1.79,6650,26970,24.506451612903227,33.6,18.1,7.8,149.39,26.574193548387097,14.506451612903227,-141.58999999999997,94.77876698574201,15.5,23.983065368610276
2019,8,JUAZEIRO,Manga,179353,1.79,6650,26970,24.74516129032258,32.8,16.8,4.4,177.49,27.36774193548387,14.745161290322581,-173.09,97.52098709786466,15.999999999999996,23.633226148706896
2019,9,JUAZEIRO,Manga,179353,1.79,6650,26970,26.78666666666667,36.8,18.8,3.2,204.35,26.23333333333333,16.78666666666667,-201.15,98.43405921213603,17.999999999999996,20.899530133778985
2019,10,JUAZEIRO,Manga,179353,1.79,6650,26970,27.88387096774193,35.9,20.2,79.3,222.35,25.061290322580643,17.88387096774193,-143.05,64.33550708342703,15.7,20.48451156198302
2019,11,JUAZEIRO,Manga,179353,1.79,6650,26970,29.44333333333333,37.6,22.1,12.5,226.32,23.456666666666667,19.44333333333333,-213.82,94.47684694238247,15.5,16.491265420512704
2019,12,JUAZEIRO,Manga,179353,1.79,6650,26970,29.858064516129037,37.6,22.6,66.3,241.08,24.68387096774193,19.858064516129037,-174.78000000000003,72.4987555998009,15.0,15.324360783572198
2019,1,JUAZEIRO,Uva,43282,5.383,1078,40150,29.23548387096774,36.0,22.5,4.9,239.72,23.70967741935484,19.23548387096774,-234.82,97.95594860670782,13.5,17.59492140556428
2019,2,JUAZEIRO,Uva,43282,5.383,1078,40150,27.810714285714287,36.0,21.6,125.7,158.29,16.55,17.810714285714287,-32.58999999999999,20.588792722218706,14.399999999999999,21.40302142053719
2019,3,JUAZEIRO,Uva,43282,5.383,1078,40150,27.725806451612904,36.0,21.7,56.6,172.73,18.26774193548387,17.725806451612904,-116.13,67.23209633532102,14.3,21.669348269083226
2019,4,JUAZEIRO,Uva,43282,5.383,1078,40150,27.5,34.5,21.5,69.8,158.0,18.176666666666662,17.5,-88.2,55.82278481012659,13.0,23.058411245213428
2019,5,JUAZEIRO,Uva,43282,5.383,1078,40150,27.606451612903225,34.6,20.4,19.2,174.93,21.429032258064517,17.606451612903225,-155.73000000000002,89.02418110101183,14.200000000000003,22.015505934736478
2019,6,JUAZEIRO,Uva,43282,5.383,1078,40150,25.146666666666665,32.9,19.3,10.0,144.96,27.03,15.146666666666665,-134.96,93.10154525386314,13.599999999999998,25.74681866650846
2019,7,JUAZEIRO,Uva,43282,5.383,1078,40150,24.506451612903227,33.6,18.1,7.8,149.39,26.574193548387097,14.506451612903227,-141.58999999999997,94.77876698574201,15.5,23.983065368610276
2019,8,JUAZEIRO,Uva,43282,5.383,1078,40150,24.74516129032258,32.8,16.8,4.4,177.49,27.36774193548387,14.745161290322581,-173.09,97.52098709786466,15.999999999999996,23.633226148706896
2019,9,JUAZEIRO,Uva,43282,5.383,1078,40150,26.78666666666667,36.8,18.8,3.2,204.35,26.23333333333333,16.78666666666667,-201.15,98.43405921213603,17.999999999999996,20.899530133778985
2019,10,JUAZEIRO,Uva,43282,5.383,1078,40150,27.88387096774193,35.9,20.2,79.3,222.35,25.061290322580643,17.88387096774193,-143.05,64.33550708342703,15.7,20.48451156198302
2019,11,JUAZEIRO,Uva,43282,5.383,1078,40150,29.44333333333333,37.6,22.1,12.5,226.32,23.456666666666667,19.44333333333333,-213.82,94.47684694238247,15.5,16.491265420512704
2019,12,JUAZEIRO,Uva,43282,5.383,1078,40150,29.858064516129037,37.6,22.6,66.3,241.08,24.68387096774193,19.858064516129037,-174.78000000000003,72.4987555998009,15.0,15.324360783572198
2020,1,JUAZEIRO,Manga,250000,1.49,10000,25000,27.651612903225807,36.3,21.4,117.0,161.75,17.567741935483873,17.651612903225807,-44.75,27.666151468315302,14.899999999999999,21.474438795272132
2020,2,JUAZEIRO,Manga,250000,1.49,10000,25000,27.186206896551724,35.0,21.1,211.7,136.97,17.844827586206897,17.186206896551724,74.72999999999999,0.0,13.899999999999999,23.148885012905275
2020,3,JUAZEIRO,Manga,250000,1.49,10000,25000,26.241935483870968,32.5,22.0,248.8,120.14,18.041935483870965,16.241935483870968,128.66000000000003,0.0,10.5,27.455125191139096
2020,4,JUAZEIRO,Manga,250000,1.49,10000,25000,26.063333333333333,34.5,20.6,111.1,120.02,19.44,16.063333333333333,-8.920000000000002,7.432094650891519,13.899999999999999,24.925684580333968
2020,5,JUAZEIRO,Manga,250000,1.49,10000,25000,25.567741935483877,33.0,19.0,40.0,126.53,22.532258064516128,15.567741935483877,-86.53,68.38694380779262,14.0,25.244358743270656
2020,6,JUAZEIRO,Manga,250000,1.49,10000,25000,23.98333333333333,31.1,18.5,20.4,111.08,25.37333333333333,13.98333333333333,-90.68,81.63485776017285,12.600000000000001,26.067615110229013
2020,7,JUAZEIRO,Manga,250000,1.49,10000,25000,23.73548387096774,31.3,17.5,6.0,142.92,26.53548387096774,13.735483870967741,-136.92,95.80184718723761,13.8,24.77519016130913
2020,8,JUAZEIRO,Manga,250000,1.49,10000,25000,24.335483870967742,33.0,17.6,4.4,169.79,26.66774193548387,14.335483870967742,-165.39,97.40856351964192,15.399999999999999,23.980011898668973
2020,9,JUAZEIRO,Manga,250000,1.49,10000,25000,26.19333333333333,35.9,18.3,1.7,204.81,25.60333333333333,16.19333333333333,-203.11,99.16996240417947,17.599999999999998,21.806814554719203
2020,10,JUAZEIRO,Manga,250000,1.49,10000,25000,29.225806451612904,37.2,20.2,3.9,240.88,22.12903225806452,19.225806451612904,-236.98,98.38093656592494,17.000000000000004,16.718960699718732
2020,11,JUAZEIRO,Manga,250000,1.49,10000,25000,26.626666666666665,34.8,19.6,64.8,165.26,20.986666666666668,16.626666666666665,-100.46,60.78905966356045,15.199999999999996,23.161870069065195
2020,12,JUAZEIRO,Manga,250000,1.49,10000,25000,28.73548387096774,35.8,21.0,5.7,227.36,22.12903225806452,18.73548387096774,-221.66000000000003,97.4929627023223,14.799999999999997,18.73861085989776
2020,1,JUAZEIRO,Uva,33303,6.108,1125,29603,27.651612903225807,36.3,21.4,117.0,161.75,17.567741935483873,17.651612903225807,-44.75,27.666151468315302,14.899999999999999,21.474438795272132
2020,2,JUAZEIRO,Uva,33303,6.108,1125,29603,27.186206896551724,35.0,21.1,211.7,136.97,17.844827586206897,17.186206896551724,74.72999999999999,0.0,13.899999999999999,23.148885012905275
2020,3,JUAZEIRO,Uva,33303,6.108,1125,29603,26.241935483870968,32.5,22.0,248.8,120.14,18.041935483870965,16.241935483870968,128.66000000000003,0.0,10.5,27.455125191139096
2020,4,JUAZEIRO,Uva,33303,6.108,1125,29603,26.063333333333333,34.5,20.6,111.1,120.02,19.44,16.063333333333333,-8.920000000000002,7.432094650891519,13.899999999999999,24.925684580333968
2020,5,JUAZEIRO,Uva,33303,6.108,1125,29603,25.567741935483877,33.0,19.0,40.0,126.53,22.532258064516128,15.567741935483877,-86.53,68.38694380779262,14.0,25.244358743270656
2020,6,JUAZEIRO,Uva,33303,6.108,1125,29603,23.98333333333333,31.1,18.5,20.4,111.08,25.37333333333333,13.98333333333333,-90.68,81.63485776017285,12.600000000000001,26.067615110229013
2020,7,JUAZEIRO,Uva,33303,6.108,1125,29603,23.73548387096774,31.3,17.5,6.0,142.92,26.53548387096774,13.735483870967741,-136.92,95.80184718723761,13.8,24.77519016130913
2020,8,JUAZEIRO,Uva,33303,6.108,1125,29603,24.335483870967742,33.0,17.6,4.4,169.79,26.66774193548387,14.335483870967742,-165.39,97.40856351964192,15.399999999999999,23.980011898668973
2020,9,JUAZEIRO,Uva,33303,6.108,1125,29603,26.19333333333333,35.9,18.3,1.7,204.81,25.60333333333333,16.19333333333333,-203.11,99.16996240417947,17.599999999999998,21.806814554719203
2020,10,JUAZEIRO,Uva,33303,6.108,1125,29603,29.225806451612904,37.2,20.2,3.9,240.88,22.12903225806452,19.225806451612904,-236.98,98.38093656592494,17.000000000000004,16.718960699718732
2020,11,JUAZEIRO,Uva,33303,6.108,1125,29603,26.626666666666665,34.8,19.6,64.8,165.26,20.986666666666668,16.626666666666665,-100.46,60.78905966356045,15.199999999999996,23.161870069065195
2020,12,JUAZEIRO,Uva,33303,6.108,1125,29603,28.73548387096774,35.8,21.0,5.7,227.36,22.12903225806452,18.73548387096774,-221.66000000000003,97.4929627023223,14.799999999999997,18.73861085989776
2021,1,JUAZEIRO,Manga,322206,1.475,11326,28448,28.561290322580643,36.1,21.7,10.0,210.51,21.496774193548383,18.561290322580643,-200.51,95.24963184646809,14.400000000000002,19.397686108588168
2021,2,JUAZEIRO,Manga,322206,1.475,11326,28448,27.807142857142857,36.5,21.5,42.7,158.51,18.307142857142857,17.807142857142857,-115.80999999999999,73.06163648981136,15.0,21.05911511128701
2021,3,JUAZEIRO,Manga,322206,1.475,11326,28448,28.57741935483871,35.5,21.4,19.5,203.31,20.848387096774196,18.57741935483871,-183.81,90.40873542865575,14.100000000000001,19.477632468602255
2021,4,JUAZEIRO,Manga,322206,1.475,11326,28448,26.98333333333333,35.6,21.4,39.5,162.09,20.23333333333333,16.98333333333333,-122.59,75.63082238262695,14.200000000000003,23.33065312184977
2021,5,JUAZEIRO,Manga,322206,1.475,11326,28448,25.58709677419355,33.0,19.2,4.2,158.9,23.20967741935484,15.58709677419355,-154.70000000000002,97.3568281938326,13.8,25.406822442173393
2021,6,JUAZEIRO,Manga,322206,1.475,11326,28448,25.10333333333333,33.1,17.6,8.3,155.03,23.94333333333333,15.103333333333332,-146.73,94.64619751015933,15.5,24.08706323922598
2021,7,JUAZEIRO,Manga,322206,1.475,11326,28448,24.30967741935484,33.5,18.9,7.3,149.83,25.932258064516127,14.309677419354841,-142.53,95.12781151972234,14.600000000000001,24.649398728804876
2021,8,JUAZEIRO,Manga,322206,1.475,11326,28448,24.451612903225808,33.1,17.0,0.7000000000000001,187.29,27.47741935483871,14.451612903225808,-186.59,99.6262480644989,16.1,23.448221151901226
2021,9,JUAZEIRO,Manga,322206,1.475,11326,28448,27.55,36.7,19.6,0.4,223.52,24.16,17.55,-223.12,99.82104509663566,17.1,20.3406075361216
2021,10,JUAZEIRO,Manga,322206,1.475,11326,28448,28.641935483870967,37.3,20.2,31.7,230.5,22.4741935483871,18.641935483870967,-198.8,86.2472885032538,17.099999999999998,18.090626061280446
2021,11,JUAZEIRO,Manga,322206,1.475,11326,28448,27.226666666666667,35.2,21.5,83.2,170.79,20.40333333333333,17.226666666666667,-87.58999999999999,51.28520405175947,13.700000000000003,23.20568299724226
2021,12,JUAZEIRO,Manga,322206,1.475,11326,28448,26.270967741935483,33.7,21.0,157.7,145.66,18.483870967741936,16.270967741935483,12.039999999999992,0.0,12.700000000000003,25.67322942486336
2021,1,JUAZEIRO,Uva,47986,5.975,1580,30371,28.561290322580643,36.1,21.7,10.0,210.51,21.496774193548383,18.561290322580643,-200.51,95.24963184646809,14.400000000000002,19.397686108588168
2021,2,JUAZEIRO,Uva,47986,5.975,1580,30371,27.807142857142857,36.5,21.5,42.7,158.51,18.307142857142857,17.807142857142857,-115.80999999999999,73.06163648981136,15.0,21.05911511128701
2021,3,JUAZEIRO,Uva,47986,5.975,1580,30371,28.57741935483871,35.5,21.4,19.5,203.31,20.848387096774196,18.57741935483871,-183.81,90.40873542865575,14.100000000000001,19.477632468602255
2021,4,JUAZEIRO,Uva,47986,5.975,1580,30371,26.98333333333333,35.6,21.4,39.5,162.09,20.23333333333333,16.98333333333333,-122.59,75.63082238262695,14.200000000000003,23.33065312184977
2021,5,JUAZEIRO,Uva,47986,5.975,1580,30371,25.58709677419355,33.0,19.2,4.2,158.9,23.20967741935484,15.58709677419355,-154.70000000000002,97.3568281938326,13.8,25.406822442173393
2021,6,JUAZEIRO,Uva,47986,5.975,1580,30371,25.10333333333333,33.1,17.6,8.3,155.03,23.94333333333333,15.103333333333332,-146.73,94.64619751015933,15.5,24.08706323922598
2021,7,JUAZEIRO,Uva,47986,5.975,1580,30371,24.30967741935484,33.5,18.9,7.3,149.83,25.932258064516127,14.309677419354841,-142.53,95.12781151972234,14.600000000000001,24.649398728804876
2021,8,JUAZEIRO,Uva,47986,5.975,1580,30371,24.451612903225808,33.1,17.0,0.7000000000000001,187.29,27.47741935483871,14.451612903225808,-186.59,99.6262480644989,16.1,23.448221151901226
2021,9,JUAZEIRO,Uva,47986,5.975,1580,30371,27.55,36.7,19.6,0.4,223.52,24.16,17.55,-223.12,99.82104509663566,17.1,20.3406075361216
2021,10,JUAZEIRO,Uva,47986,5.975,1580,30371,28.641935483870967,37.3,20.2,31.7,230.5,22.4741935483871,18.641935483870967,-198.8,86.2472885032538,17.099999999999998,18.090626061280446
2021,11,JUAZEIRO,Uva,47986,5.975,1580,30371,27.226666666666667,35.2,21.5,83.2,170.79,20.40333333333333,17.226666666666667,-87.58999999999999,51.28520405175947,13.700000000000003,23.20568299724226
2021,12,JUAZEIRO,Uva,47986,5.975,1580,30371,26.270967741935483,33.7,21.0,157.7,145.66,18.483870967741936,16.270967741935483,12.039999999999992,0.0,12.700000000000003,25.67322942486336
2022,1,JUAZEIRO,Manga,362396,1.585,12237,29615,25.81290322580645,33.2,20.5,100.2,160.68,18.429032258064517,15.812903225806451,-60.480000000000004,37.64002987303958,12.700000000000003,26.184436813306245
2022,2,JUAZEIRO,Manga,362396,1.585,12237,29615,27.00714285714286,34.2,21.2,81.4,162.16,17.285714285714285,17.00714285714286,-80.75999999999999,49.80266403552047,13.000000000000004,24.177093396734517
2022,3,JUAZEIRO,Manga,362396,1.585,12237,29615,26.25483870967742,33.8,20.7,106.7,162.44,19.96451612903226,16.25483870967742,-55.739999999999995,34.31420832307314,13.099999999999998,25.365671203039806
2022,4,JUAZEIRO,Manga,362396,1.585,12237,29615,26.686666666666667,35.4,20.0,42.7,162.23,21.016666666666666,16.686666666666667,-119.52999999999999,73.67934414103433,15.399999999999999,22.921827938643712
2022,5,JUAZEIRO,Manga,362396,1.585,12237,29615,25.38064516129032,33.9,18.9,58.5,145.43,23.34193548387097,15.380645161290321,-86.93,59.77446194045246,15.0,24.459803671062968
2022,6,JUAZEIRO,Manga,362396,1.585,12237,29615,23.92,31.5,17.0,16.700000000000003,135.8,24.206666666666667,13.920000000000002,-119.10000000000001,87.70250368188512,14.5,24.40464432683569
2022,7,JUAZEIRO,Manga,362396,1.585,12237,29615,23.780645161290323,33.2,17.2,5.1,147.92,26.516129032258064,13.780645161290323,-142.82,96.55219037317468,16.000000000000004,23.031584610474148
2022,8,JUAZEIRO,Manga,362396,1.585,12237,29615,24.177419354838708,33.8,17.4,5.7,174.02,26.774193548387096,14.177419354838708,-168.32000000000002,96.72451442362947,16.4,23.042623797597063
2022,9,JUAZEIRO,Manga,362396,1.585,12237,29615,26.34,35.2,17.6,1.3,214.23,24.386666666666667,16.34,-212.92999999999998,99.39317555897867,17.6,21.673170795036405
2022,10,JUAZEIRO,Manga,362396,1.585,12237,29615,28.283870967741933,37.5,20.0,9.4,242.95,25.306451612903224,18.283870967741933,-233.54999999999998,96.1308911298621,17.5,18.702528445173044
2022,11,JUAZEIRO,Manga,362396,1.585,12237,29615,25.78,34.8,20.0,115.6,145.95,19.25333333333333,15.780000000000001,-30.349999999999994,20.794792737238776,14.799999999999997,24.41533552858121
2022,12,JUAZEIRO,Manga,362396,1.585,12237,29615,25.583870967741937,32.1,20.7,93.1,154.34,17.700000000000003,15.583870967741937,-61.24000000000001,39.6786315925878,11.400000000000002,27.429897209787427
2022,1,JUAZEIRO,Uva,50710,7.626666666666667,1636,30996,25.81290322580645,33.2,20.5,100.2,160.68,18.429032258064517,15.812903225806451,-60.480000000000004,37.64002987303958,12.700000000000003,26.184436813306245
2022,2,JUAZEIRO,Uva,50710,7.626666666666667,1636,30996,27.00714285714286,34.2,21.2,81.4,162.16,17.285714285714285,17.00714285714286,-80.75999999999999,49.80266403552047,13.000000000000004,24.177093396734517
2022,3,JUAZEIRO,Uva,50710,7.626666666666667,1636,30996,26.25483870967742,33.8,20.7,106.7,162.44,19.96451612903226,16.25483870967742,-55.739999999999995,34.31420832307314,13.099999999999998,25.365671203039806
2022,4,JUAZEIRO,Uva,50710,7.626666666666667,1636,30996,26.686666666666667,35.4,20.0,42.7,162.23,21.016666666666666,16.686666666666667,-119.52999999999999,73.67934414103433,15.399999999999999,22.921827938643712
2022,5,JUAZEIRO,Uva,50710,7.626666666666667,1636,30996,25.38064516129032,33.9,18.9,58.5,145.43,23.34193548387097,15.380645161290321,-86.93,59.77446194045246,15.0,24.459803671062968
2022,6,JUAZEIRO,Uva,50710,7.626666666666667,1636,30996,23.92,31.5,17.0,16.700000000000003,135.8,24.206666666666667,13.920000000000002,-119.10000000000001,87.70250368188512,14.5,24.40464432683569
2022,7,JUAZEIRO,Uva,50710,7.626666666666667,1636,30996,23.780645161290323,33.2,17.2,5.1,147.92,26.516129032258064,13.780645161290323,-142.82,96.55219037317468,16.000000000000004,23.031584610474148
2022,8,JUAZEIRO,Uva,50710,7.626666666666667,1636,30996,24.177419354838708,33.8,17.4,5.7,174.02,26.774193548387096,14.177419354838708,-168.32000000000002,96.72451442362947,16.4,23.042623797597063
2022,9,JUAZEIRO,Uva,50710,7.626666666666667,1636,30996,26.34,35.2,17.6,1.3,214.23,24.386666666666667,16.34,-212.92999999999998,99.39317555897867,17.6,21.673170795036405
2022,10,JUAZEIRO,Uva,50710,7.626666666666667,1636,30996,28.283870967741933,37.5,20.0,9.4,242.95,25.306451612903224,18.283870967741933,-233.54999999999998,96.1308911298621,17.5,18.702528445173044
2022,11,JUAZEIRO,Uva,50710,7.626666666666667,1636,30996,25.78,34.8,20.0,115.6,145.95,19.25333333333333,15.780000000000001,-30.349999999999994,20.794792737238776,14.799999999999997,24.41533552858121
2022,12,JUAZEIRO,Uva,50710,7.626666666666667,1636,30996,25.583870967741937,32.1,20.7,93.1,154.34,17.700000000000003,15.583870967741937,-61.24000000000001,39.6786315925878,11.400000000000002,27.429897209787427
2023,1,JUAZEIRO,Manga,377524,2.225,12502,30197,26.60322580645161,34.0,21.0,36.9,177.11,18.38064516129032,16.60322580645161,-140.21,79.16549037321438,13.0,24.928106874560893
2023,2,JUAZEIRO,Manga,377524,2.225,12502,30197,28.13214285714286,35.2,21.3,40.1,184.85,21.417857142857144,18.13214285714286,-144.75,78.30673519069515,13.900000000000002,20.84718594833025
2023,3,JUAZEIRO,Manga,377524,2.225,12502,30197,26.983870967741936,36.1,20.0,88.7,175.85,19.96451612903226,16.983870967741936,-87.14999999999999,49.55928348023883,16.1,21.954510493825286
2023,4,JUAZEIRO,Manga,377524,2.225,12502,30197,26.76,34.3,20.5,42.0,158.29,18.65666666666667,16.76,-116.28999999999999,73.4664223892855,13.799999999999997,24.034089503761667
2023,5,JUAZEIRO,Manga,377524,2.225,12502,30197,25.20967741935484,31.5,20.0,22.4,126.22,21.44516129032258,15.20967741935484,-103.82,82.25320868325147,11.5,27.515243770749816
2023,6,JUAZEIRO,Manga,377524,2.225,12502,30197,24.366666666666667,31.1,19.0,9.6,130.95,25.596666666666668,14.366666666666667,-121.35,92.66895761741122,12.100000000000001,26.82841644146439
2023,7,JUAZEIRO,Manga,377524,2.225,12502,30197,25.02258064516129,33.7,17.5,1.5,173.2,25.067741935483877,15.022580645161291,-171.7,99.13394919168591,16.200000000000003,23.490044800784734
2023,8,JUAZEIRO,Manga,377524,2.225,12502,30197,26.22903225806452,36.0,17.8,3.1,187.07,22.538709677419355,16.22903225806452,-183.97,98.3428663067301,18.2,21.326697001021675
2023,9,JUAZEIRO,Manga,377524,2.225,12502,30197,27.696666666666665,37.4,19.2,0.6000000000000001,222.04,25.24,17.696666666666665,-221.44,99.729778418303,18.2,19.448636290374807
2023,10,JUAZEIRO,Manga,377524,2.225,12502,30197,29.59032258064516,38.8,20.8,0.1,260.65,24.003225806451614,19.59032258064516,-260.54999999999995,99.96163437559946,17.999999999999996,15.591969763888873
2023,11,JUAZEIRO,Manga,377524,2.225,12502,30197,29.923333333333336,37.8,22.0,24.3,226.73,21.05666666666667,19.923333333333336,-202.42999999999998,89.28240638645084,15.799999999999997,15.052327822383614
2023,12,JUAZEIRO,Manga,377524,2.225,12502,30197,29.66774193548387,39.0,21.2,32.7,227.43,23.148387096774197,19.66774193548387,-194.73000000000002,85.62194961086928,17.8,15.44553813567382
2023,1,JUAZEIRO,Uva,47489,8.6,1626,29206,26.60322580645161,34.0,21.0,36.9,177.11,18.38064516129032,16.60322580645161,-140.21,79.16549037321438,13.0,24.928106874560893
2023,2,JUAZEIRO,Uva,47489,8.6,1626,29206,28.13214285714286,35.2,21.3,40.1,184.85,21.417857142857144,18.13214285714286,-144.75,78.30673519069515,13.900000000000002,20.84718594833025
2023,3,JUAZEIRO,Uva,47489,8.6,1626,29206,26.983870967741936,36.1,20.0,88.7,175.85,19.96451612903226,16.983870967741936,-87.14999999999999,49.55928348023883,16.1,21.954510493825286
2023,4,JUAZEIRO,Uva,47489,8.6,1626,29206,26.76,34.3,20.5,42.0,158.29,18.65666666666667,16.76,-116.28999999999999,73.4664223892855,13.799999999999997,24.034089503761667
2023,5,JUAZEIRO,Uva,47489,8.6,1626,29206,25.20967741935484,31.5,20.0,22.4,126.22,21.44516129032258,15.20967741935484,-103.82,82.25320868325147,11.5,27.515243770749816
2023,6,JUAZEIRO,Uva,47489,8.6,1626,29206,24.366666666666667,31.1,19.0,9.6,130.95,25.596666666666668,14.366666666666667,-121.35,92.66895761741122,12.100000000000001,26.82841644146439
2023,7,JUAZEIRO,Uva,47489,8.6,1626,29206,25.02258064516129,33.7,17.5,1.5,173.2,25.067741935483877,15.022580645161291,-171.7,99.13394919168591,16.200000000000003,23.490044800784734
2023,8,JUAZEIRO,Uva,47489,8.6,1626,29206,26.22903225806452,36.0,17.8,3.1,187.07,22.538709677419355,16.22903225806452,-183.97,98.3428663067301,18.2,21.326697001021675
2023,9,JUAZEIRO,Uva,47489,8.6,1626,29206,27.696666666666665,37.4,19.2,0.6000000000000001,222.04,25.24,17.696666666666665,-221.44,99.729778418303,18.2,19.448636290374807
2023,10,JUAZEIRO,Uva,47489,8.6,1626,29206,29.59032258064516,38.8,20.8,0.1,260.65,24.003225806451614,19.59032258064516,-260.54999999999995,99.96163437559946,17.999999999999996,15.591969763888873
2023,11,JUAZEIRO,Uva,47489,8.6,1626,29206,29.923333333333336,37.8,22.0,24.3,226.73,21.05666666666667,19.923333333333336,-202.42999999999998,89.28240638645084,15.799999999999997,15.052327822383614
2023,12,JUAZEIRO,Uva,47489,8.6,1626,29206,29.66774193548387,39.0,21.2,32.7,227.43,23.148387096774197,19.66774193548387,-194.73000000000002,85.62194961086928,17.8,15.44553813567382
2024,1,JUAZEIRO,Manga,417566,2.9,13737,30397,27.9741935483871,36.5,22.2,136.0,163.59,15.570967741935483,17.9741935483871,-27.590000000000003,16.865334066874503,14.3,21.050142682702848
2024,2,JUAZEIRO,Manga,417566,2.9,13737,30397,26.679310344827588,34.0,21.0,82.4,147.13,18.47241379310345,16.679310344827588,-64.72999999999999,43.99510636851763,13.0,24.798580795354802
2024,3,JUAZEIRO,Manga,417566,2.9,13737,30397,27.858064516129037,35.3,21.5,49.9,171.75,17.703225806451613,17.858064516129037,-121.85,70.94614264919942,13.799999999999997,21.63836671960425
2024,4,JUAZEIRO,Manga,417566,2.9,13737,30397,26.636666666666667,33.2,21.8,96.2,141.04,19.686666666666667,16.636666666666667,-44.83999999999999,31.792399319342024,11.400000000000002,26.132534222557055
2024,5,JUAZEIRO,Manga,417566,2.9,13737,30397,26.19032258064516,34.7,20.0,19.0,151.33,23.648387096774197,16.19032258064516,-132.33,87.44465737130773,14.700000000000003,24.12004781855671
2024,6,JUAZEIRO,Manga,417566,2.9,13737,30397,25.10666666666667,32.3,19.3,16.4,146.45,24.776666666666664,15.10666666666667,-130.04999999999998,88.80163878456811,12.999999999999996,26.275852511631083
