ano,mes,municipio,produto,quantidade_produzida_t,preco_medio_r$_kg,area_colhida_ha,rendimento_medio_kg_ha,temp_media_mensal,temp_maxima_mensal,temp_minima_mensal,precipitacao_acumulada_mm,eto_acumulada_mm,vento_medio_mensal,gdd_mensal,deficit_hidrico_mm,indice_stress_hidrico,amplitude_termica,dias_temp_otima_est
2024,7,JUAZEIRO,Manga,417566,2.9,13737,30397,24.52258064516129,32.0,16.9,10.9,168.07,25.787096774193547,14.522580645161291,-157.17,93.51460700898436,15.100000000000001,24.334632040015858
2024,8,JUAZEIRO,Manga,417566,2.9,13737,30397,25.693548387096776,36.0,17.9,1.2,201.82,25.82258064516129,15.693548387096776,-200.62,99.4054107620652,18.1,21.756718335927346
2024,9,JUAZEIRO,Manga,417566,2.9,13737,30397,27.063333333333333,35.7,17.8,0.6000000000000001,233.36,25.506666666666668,17.063333333333333,-232.76000000000002,99.74288652725403,17.900000000000002,20.60782714007087
2024,10,JUAZEIRO,Manga,417566,2.9,13737,30397,28.92258064516129,38.2,19.6,26.8,236.36,21.82258064516129,18.92258064516129,-209.56,88.66136402098493,18.6,16.923391354966295
2024,11,JUAZEIRO,Manga,417566,2.9,13737,30397,28.72,37.0,21.6,45.7,205.23,19.64,18.72,-159.52999999999997,77.73230034595332,15.399999999999999,18.55420625048469
2024,12,JUAZEIRO,Manga,417566,2.9,13737,30397,29.80967741935484,37.2,22.6,3.2,227.92,18.641935483870967,19.80967741935484,-224.72,98.5959985959986,14.600000000000001,15.51582394082381
2024,1,JUAZEIRO,Uva,59819,10.877142857142855,1983,30166,27.9741935483871,36.5,22.2,136.0,163.59,15.570967741935483,17.9741935483871,-27.590000000000003,16.865334066874503,14.3,21.050142682702848
2024,2,JUAZEIRO,Uva,59819,10.877142857142855,1983,30166,26.679310344827588,34.0,21.0,82.4,147.13,18.47241379310345,16.679310344827588,-64.72999999999999,43.99510636851763,13.0,24.798580795354802
2024,3,JUAZEIRO,Uva,59819,10.877142857142855,1983,30166,27.858064516129037,35.3,21.5,49.9,171.75,17.703225806451613,17.858064516129037,-121.85,70.94614264919942,13.799999999999997,21.63836671960425
2024,4,JUAZEIRO,Uva,59819,10.877142857142855,1983,30166,26.636666666666667,33.2,21.8,96.2,141.04,19.686666666666667,16.636666666666667,-44.83999999999999,31.792399319342024,11.400000000000002,26.132534222557055
2024,5,JUAZEIRO,Uva,59819,10.877142857142855,1983,30166,26.19032258064516,34.7,20.0,19.0,151.33,23.648387096774197,16.19032258064516,-132.33,87.44465737130773,14.700000000000003,24.12004781855671
2024,6,JUAZEIRO,Uva,59819,10.877142857142855,1983,30166,25.10666666666667,32.3,19.3,16.4,146.45,24.776666666666664,15.10666666666667,-130.04999999999998,88.80163878456811,12.999999999999996,26.275852511631083
2024,7,JUAZEIRO,Uva,59819,10.877142857142855,1983,30166,24.52258064516129,32.0,16.9,10.9,168.07,25.787096774193547,14.522580645161291,-157.17,93.51460700898436,15.100000000000001,24.334632040015858
2024,8,JUAZEIRO,Uva,59819,10.877142857142855,1983,30166,25.693548387096776,36.0,17.9,1.2,201.82,25.82258064516129,15.693548387096776,-200.62,99.4054107620652,18.1,21.756718335927346
2024,9,JUAZEIRO,Uva,59819,10.877142857142855,1983,30166,27.063333333333333,35.7,17.8,0.6000000000000001,233.36,25.506666666666668,17.063333333333333,-232.76000000000002,99.74288652725403,17.900000000000002,20.60782714007087
2024,10,JUAZEIRO,Uva,59819,10.877142857142855,1983,30166,28.92258064516129,38.2,19.6,26.8,236.36,21.82258064516129,18.92258064516129,-209.56,88.66136402098493,18.6,16.923391354966295
2024,11,JUAZEIRO,Uva,59819,10.877142857142855,1983,30166,28.72,37.0,21.6,45.7,205.23,19.64,18.72,-159.52999999999997,77.73230034595332,15.399999999999999,18.55420625048469
2024,12,JUAZEIRO,Uva,59819,10.877142857142855,1983,30166,29.80967741935484,37.2,22.6,3.2,227.92,18.641935483870967,19.80967741935484,-224.72,98.5959985959986,14.600000000000001,15.51582394082381
2013,1,PETROLINA,Manga,173360,1.365,7880,22000,28.26451612903226,36.1,22.5,65.0,191.04,18.98064516129032,18.26451612903226,-126.03999999999999,65.97571189279732,13.600000000000001,20.627793605716597
2013,2,PETROLINA,Manga,173360,1.365,7880,22000,29.6,36.8,22.3,0.1,230.29,23.467857142857145,19.6,-230.19,99.95657649051196,14.499999999999996,16.19660617835197
2013,3,PETROLINA,Manga,173360,1.365,7880,22000,29.55806451612903,38.4,22.3,18.2,218.94,20.067741935483877,19.55806451612903,-200.74,91.68722024298894,16.099999999999998,16.047985471676206
2013,4,PETROLINA,Manga,173360,1.365,7880,22000,27.57,36.4,21.3,32.4,162.3,22.01,17.57,-129.9,80.0369685767098,15.099999999999998,21.52956595163524
2013,5,PETROLINA,Manga,173360,1.365,7880,22000,26.654838709677417,35.1,21.1,6.3,164.11,22.48709677419355,16.654838709677417,-157.81,96.16111144963743,14.0,24.05332129981745
2013,6,PETROLINA,Manga,173360,1.365,7880,22000,25.87,32.9,19.5,1.8,157.91,23.43,15.870000000000001,-156.10999999999999,98.86011018934836,13.399999999999999,25.539453338638765
2013,7,PETROLINA,Manga,173360,1.365,7880,22000,24.73548387096774,32.7,18.4,5.8,163.22,24.751612903225805,14.735483870967741,-157.42,96.44651390760937,14.300000000000004,25.107579728277575
2013,8,PETROLINA,Manga,173360,1.365,7880,22000,24.68387096774193,35.1,16.5,1.0,177.57,25.293548387096774,14.683870967741932,-176.57,99.4368418088641,18.6,21.49902583886333
2013,9,PETROLINA,Manga,173360,1.365,7880,22000,26.32333333333333,36.5,18.6,0.2,208.03,24.83,16.32333333333333,-207.83,99.9038600201894,17.9,21.465764066488287
2013,10,PETROLINA,Manga,173360,1.365,7880,22000,27.616129032258065,37.5,20.3,0.4,230.37,25.396774193548385,17.616129032258065,-229.97,99.82636628033164,17.2,20.162376379909503
2013,11,PETROLINA,Manga,173360,1.365,7880,22000,27.86,36.2,21.2,21.2,214.0,22.3,17.86,-192.8,90.09345794392523,15.000000000000004,20.93538286169187
2013,12,PETROLINA,Manga,173360,1.365,7880,22000,26.98064516129032,36.5,21.2,159.2,159.43,16.364516129032257,16.98064516129032,-0.2300000000000182,0.1442639402872814,15.3,22.53159314943254
2013,1,PETROLINA,Uva,162448,4.4435714285714285,4642,34995,28.26451612903226,36.1,22.5,65.0,191.04,18.98064516129032,18.26451612903226,-126.03999999999999,65.97571189279732,13.600000000000001,20.627793605716597
2013,2,PETROLINA,Uva,162448,4.4435714285714285,4642,34995,29.6,36.8,22.3,0.1,230.29,23.467857142857145,19.6,-230.19,99.95657649051196,14.499999999999996,16.19660617835197
2013,3,PETROLINA,Uva,162448,4.4435714285714285,4642,34995,29.55806451612903,38.4,22.3,18.2,218.94,20.067741935483877,19.55806451612903,-200.74,91.68722024298894,16.099999999999998,16.047985471676206
2013,4,PETROLINA,Uva,162448,4.4435714285714285,4642,34995,27.57,36.4,21.3,32.4,162.3,22.01,17.57,-129.9,80.0369685767098,15.099999999999998,21.52956595163524
2013,5,PETROLINA,Uva,162448,4.4435714285714285,4642,34995,26.654838709677417,35.1,21.1,6.3,164.11,22.48709677419355,16.654838709677417,-157.81,96.16111144963743,14.0,24.05332129981745
2013,6,PETROLINA,Uva,162448,4.4435714285714285,4642,34995,25.87,32.9,19.5,1.8,157.91,23.43,15.870000000000001,-156.10999999999999,98.86011018934836,13.399999999999999,25.539453338638765
2013,7,PETROLINA,Uva,162448,4.4435714285714285,4642,34995,24.73548387096774,32.7,18.4,5.8,163.22,24.751612903225805,14.735483870967741,-157.42,96.44651390760937,14.300000000000004,25.107579728277575
2013,8,PETROLINA,Uva,162448,4.4435714285714285,4642,34995,24.68387096774193,35.1,16.5,1.0,177.57,25.293548387096774,14.683870967741932,-176.57,99.4368418088641,18.6,21.49902583886333
2013,9,PETROLINA,Uva,162448,4.4435714285714285,4642,34995,26.32333333333333,36.5,18.6,0.2,208.03,24.83,16.32333333333333,-207.83,99.9038600201894,17.9,21.465764066488287
2013,10,PETROLINA,Uva,162448,4.4435714285714285,4642,34995,27.616129032258065,37.5,20.3,0.4,230.37,25.396774193548385,17.616129032258065,-229.97,99.82636628033164,17.2,20.162376379909503
2013,11,PETROLINA,Uva,162448,4.4435714285714285,4642,34995,27.86,36.2,21.2,21.2,214.0,22.3,17.86,-192.8,90.09345794392523,15.000000000000004,20.93538286169187
2013,12,PETROLINA,Uva,162448,4.4435714285714285,4642,34995,26.98064516129032,36.5,21.2,159.2,159.43,16.364516129032257,16.98064516129032,-0.2300000000000182,0.1442639402872814,15.3,22.53159314943254
2014,1,PETROLINA,Manga,157600,1.4449999999999998,7880,20000,27.91290322580645,35.7,20.9,0.8,227.59,21.93548387096774,17.91290322580645,-226.79,99.64849070697306,14.800000000000004,20.922512992919952
2014,2,PETROLINA,Manga,157600,1.4449999999999998,7880,20000,27.575,35.3,21.8,23.0,176.45,21.99285714285714,17.575,-153.45,86.96514593369227,13.499999999999996,22.54137819909413
2014,3,PETROLINA,Manga,157600,1.4449999999999998,7880,20000,27.748387096774195,35.8,21.0,40.5,186.21,20.725806451612904,17.748387096774195,-145.71,78.25036249395843,14.799999999999997,21.31391156989441
2014,4,PETROLINA,Manga,157600,1.4449999999999998,7880,20000,26.78333333333333,35.2,20.8,82.19999999999999,147.67,19.25,16.78333333333333,-65.47,44.335342317329186,14.400000000000002,23.533357876284406
2014,5,PETROLINA,Manga,157600,1.4449999999999998,7880,20000,25.596774193548388,33.0,19.2,3.3,148.36,22.396774193548385,15.596774193548388,-145.06,97.77568077648962,13.8,25.401006957507576
2014,6,PETROLINA,Manga,157600,1.4449999999999998,7880,20000,24.84333333333333,33.2,19.3,1.7,143.91,25.24333333333333,14.84333333333333,-142.21,98.81870613577931,13.900000000000002,25.48177021391254
2014,7,PETROLINA,Manga,157600,1.4449999999999998,7880,20000,23.958064516129035,31.4,18.8,24.6,143.67,25.80322580645161,13.958064516129035,-119.07,82.87742743787847,12.599999999999998,26.039610268399525
2014,8,PETROLINA,Manga,157600,1.4449999999999998,7880,20000,23.990322580645163,32.8,17.9,1.1,178.9,25.496774193548383,13.990322580645163,-177.8,99.38513135830073,14.899999999999999,24.13892079462237
2014,9,PETROLINA,Manga,157600,1.4449999999999998,7880,20000,26.41333333333333,37.2,18.2,1.2000000000000002,212.67,25.146666666666665,16.41333333333333,-211.47,99.43574552123007,19.000000000000004,20.592659011125725
2014,10,PETROLINA,Manga,157600,1.4449999999999998,7880,20000,27.10967741935484,35.8,19.0,0.5,224.07,26.18387096774193,17.10967741935484,-223.57,99.77685544695854,16.799999999999997,21.272373995100658
2014,11,PETROLINA,Manga,157600,1.4449999999999998,7880,20000,27.466666666666665,36.3,21.0,57.7,183.51,20.96,17.466666666666665,-125.80999999999999,68.55757179445261,15.299999999999997,21.61945646695014
2014,12,PETROLINA,Manga,157600,1.4449999999999998,7880,20000,26.951612903225808,34.6,20.8,53.0,186.29,20.56451612903226,16.951612903225808,-133.29,71.54973428525417,13.8,23.687607866887095
2014,1,PETROLINA,Uva,162448,4.574166666666667,4642,34995,27.91290322580645,35.7,20.9,0.8,227.59,21.93548387096774,17.91290322580645,-226.79,99.64849070697306,14.800000000000004,20.922512992919952
2014,2,PETROLINA,Uva,162448,4.574166666666667,4642,34995,27.575,35.3,21.8,23.0,176.45,21.99285714285714,17.575,-153.45,86.96514593369227,13.499999999999996,22.54137819909413
2014,3,PETROLINA,Uva,162448,4.574166666666667,4642,34995,27.748387096774195,35.8,21.0,40.5,186.21,20.725806451612904,17.748387096774195,-145.71,78.25036249395843,14.799999999999997,21.31391156989441
2014,4,PETROLINA,Uva,162448,4.574166666666667,4642,34995,26.78333333333333,35.2,20.8,82.19999999999999,147.67,19.25,16.78333333333333,-65.47,44.335342317329186,14.400000000000002,23.533357876284406
2014,5,PETROLINA,Uva,162448,4.574166666666667,4642,34995,25.596774193548388,33.0,19.2,3.3,148.36,22.396774193548385,15.596774193548388,-145.06,97.77568077648962,13.8,25.401006957507576
2014,6,PETROLINA,Uva,162448,4.574166666666667,4642,34995,24.84333333333333,33.2,19.3,1.7,143.91,25.24333333333333,14.84333333333333,-142.21,98.81870613577931,13.900000000000002,25.48177021391254
2014,7,PETROLINA,Uva,162448,4.574166666666667,4642,34995,23.958064516129035,31.4,18.8,24.6,143.67,25.80322580645161,13.958064516129035,-119.07,82.87742743787847,12.599999999999998,26.039610268399525
2014,8,PETROLINA,Uva,162448,4.574166666666667,4642,34995,23.990322580645163,32.8,17.9,1.1,178.9,25.496774193548383,13.990322580645163,-177.8,99.38513135830073,14.899999999999999,24.13892079462237
2014,9,PETROLINA,Uva,162448,4.574166666666667,4642,34995,26.41333333333333,37.2,18.2,1.2000000000000002,212.67,25.146666666666665,16.41333333333333,-211.47,99.43574552123007,19.000000000000004,20.592659011125725
2014,10,PETROLINA,Uva,162448,4.574166666666667,4642,34995,27.10967741935484,35.8,19.0,0.5,224.07,26.18387096774193,17.10967741935484,-223.57,99.77685544695854,16.799999999999997,21.272373995100658
2014,11,PETROLINA,Uva,162448,4.574166666666667,4642,34995,27.466666666666665,36.3,21.0,57.7,183.51,20.96,17.466666666666665,-125.80999999999999,68.55757179445261,15.299999999999997,21.61945646695014
2014,12,PETROLINA,Uva,162448,4.574166666666667,4642,34995,26.951612903225808,34.6,20.8,53.0,186.29,20.56451612903226,16.951612903225808,-133.29,71.54973428525417,13.8,23.687607866887095
2015,1,PETROLINA,Manga,178200,1.7066666666666668,8100,22000,28.70967741935484,35.9,22.2,5.0,234.37,21.774193548387096,18.70967741935484,-229.37,97.86662115458464,13.7,19.239587410885164
2015,2,PETROLINA,Manga,178200,1.7066666666666668,8100,22000,27.775,36.2,21.8,60.9,174.25,21.042857142857144,17.775,-113.35,65.05021520803443,14.400000000000002,21.49000653346406
2015,3,PETROLINA,Manga,178200,1.7066666666666668,8100,22000,27.887096774193548,35.9,21.2,155.60000000000002,190.54,18.406451612903226,17.887096774193548,-34.93999999999997,18.33735698540987,14.7,21.042101682755828
2015,4,PETROLINA,Manga,178200,1.7066666666666668,8100,22000,27.56,35.1,21.8,21.2,165.01,18.933333333333334,17.56,-143.81,87.15229380037573,13.3,22.70948192107648
2015,5,PETROLINA,Manga,178200,1.7066666666666668,8100,22000,26.12903225806452,34.5,19.6,8.7,151.66,24.56451612903226,16.12903225806452,-142.96,94.26348410919161,14.899999999999999,24.020847283388232
2015,6,PETROLINA,Manga,178200,1.7066666666666668,8100,22000,24.71,32.5,20.1,3.9,130.65,24.53333333333333,14.71,-126.75,97.01492537313433,12.399999999999999,26.751041533881097
2015,7,PETROLINA,Manga,178200,1.7066666666666668,8100,22000,24.458064516129035,32.1,18.4,1.2000000000000002,153.2,25.65806451612903,14.458064516129035,-152.0,99.21671018276761,13.700000000000003,25.519659665073142
2015,8,PETROLINA,Manga,178200,1.7066666666666668,8100,22000,24.651612903225807,33.6,17.3,1.1,190.24,25.370967741935484,14.651612903225807,-189.14000000000001,99.42178301093357,16.3,23.35473708692055
2015,9,PETROLINA,Manga,178200,1.7066666666666668,8100,22000,27.116666666666667,35.8,19.5,0.1,226.85,23.116666666666667,17.116666666666667,-226.75,99.95591800749393,16.299999999999997,21.600715454974836
2015,10,PETROLINA,Manga,178200,1.7066666666666668,8100,22000,28.270967741935483,37.5,20.3,0.6,242.67,23.76774193548387,18.270967741935483,-242.07,99.75275064902954,17.2,18.869554004954384
2015,11,PETROLINA,Manga,178200,1.7066666666666668,8100,22000,30.34333333333333,37.8,20.8,0.9,238.35,20.973333333333336,20.34333333333333,-237.45,99.62240402769037,16.999999999999996,13.81003738796413
2015,12,PETROLINA,Manga,178200,1.7066666666666668,8100,22000,29.75483870967742,37.6,22.8,11.1,246.67,21.83870967741936,19.75483870967742,-235.57,95.50006080998905,14.8,15.66676482982764
2015,1,PETROLINA,Uva,162448,4.777142857142857,4642,34995,28.70967741935484,35.9,22.2,5.0,234.37,21.774193548387096,18.70967741935484,-229.37,97.86662115458464,13.7,19.239587410885164
2015,2,PETROLINA,Uva,162448,4.777142857142857,4642,34995,27.775,36.2,21.8,60.9,174.25,21.042857142857144,17.775,-113.35,65.05021520803443,14.400000000000002,21.49000653346406
2015,3,PETROLINA,Uva,162448,4.777142857142857,4642,34995,27.887096774193548,35.9,21.2,155.60000000000002,190.54,18.406451612903226,17.887096774193548,-34.93999999999997,18.33735698540987,14.7,21.042101682755828
2015,4,PETROLINA,Uva,162448,4.777142857142857,4642,34995,27.56,35.1,21.8,21.2,165.01,18.933333333333334,17.56,-143.81,87.15229380037573,13.3,22.70948192107648
2015,5,PETROLINA,Uva,162448,4.777142857142857,4642,34995,26.12903225806452,34.5,19.6,8.7,151.66,24.56451612903226,16.12903225806452,-142.96,94.26348410919161,14.899999999999999,24.020847283388232
2015,6,PETROLINA,Uva,162448,4.777142857142857,4642,34995,24.71,32.5,20.1,3.9,130.65,24.53333333333333,14.71,-126.75,97.01492537313433,12.399999999999999,26.751041533881097
2015,7,PETROLINA,Uva,162448,4.777142857142857,4642,34995,24.458064516129035,32.1,18.4,1.2000000000000002,153.2,25.65806451612903,14.458064516129035,-152.0,99.21671018276761,13.700000000000003,25.519659665073142
2015,8,PETROLINA,Uva,162448,4.777142857142857,4642,34995,24.651612903225807,33.6,17.3,1.1,190.24,25.370967741935484,14.651612903225807,-189.14000000000001,99.42178301093357,16.3,23.35473708692055
2015,9,PETROLINA,Uva,162448,4.777142857142857,4642,34995,27.116666666666667,35.8,19.5,0.1,226.85,23.116666666666667,17.116666666666667,-226.75,99.95591800749393,16.299999999999997,21.600715454974836
2015,10,PETROLINA,Uva,162448,4.777142857142857,4642,34995,28.270967741935483,37.5,20.3,0.6,242.67,23.76774193548387,18.270967741935483,-242.07,99.75275064902954,17.2,18.869554004954384
2015,11,PETROLINA,Uva,162448,4.777142857142857,4642,34995,30.34333333333333,37.8,20.8,0.9,238.35,20.973333333333336,20.34333333333333,-237.45,99.62240402769037,16.999999999999996,13.81003738796413
2015,12,PETROLINA,Uva,162448,4.777142857142857,4642,34995,29.75483870967742,37.6,22.8,11.1,246.67,21.83870967741936,19.75483870967742,-235.57,95.50006080998905,14.8,15.66676482982764
2016,1,PETROLINA,Manga,180180,1.81,8190,22000,25.951612903225808,36.1,20.6,215.7,118.7,14.606451612903228,15.951612903225808,96.99999999999999,0.0,15.5,23.689444545810133
2016,2,PETROLINA,Manga,180180,1.81,8190,22000,27.658620689655173,36.0,20.7,9.4,194.01,20.46896551724138,17.658620689655173,-184.60999999999999,95.15488892325138,15.3,21.214315530778478
2016,3,PETROLINA,Manga,180180,1.81,8190,22000,29.638709677419357,36.3,22.8,5.7,226.15,21.50967741935484,19.638709677419357,-220.45000000000002,97.47954897192129,13.499999999999996,16.21437850753174
2016,4,PETROLINA,Manga,180180,1.81,8190,22000,28.74333333333333,35.9,21.3,1.5,206.67,22.676666666666662,18.74333333333333,-205.17,99.27420525475395,14.599999999999998,18.791591495721004
2016,5,PETROLINA,Manga,180180,1.81,8190,22000,27.0,35.6,20.8,3.7,176.76,22.68387096774193,17.0,-173.06,97.90676623670514,14.8,22.86030432775782
2016,6,PETROLINA,Manga,180180,1.81,8190,22000,25.496666666666663,35.1,19.0,1.5,155.32,23.59333333333333,15.496666666666663,-153.82,99.03425186711306,16.1,23.471057698105295
2016,7,PETROLINA,Manga,180180,1.81,8190,22000,24.61290322580645,34.2,18.3,0.4,170.42,24.932258064516127,14.612903225806448,-170.01999999999998,99.76528576458162,15.900000000000002,23.68209598734332
2016,8,PETROLINA,Manga,180180,1.81,8190,22000,25.19032258064516,34.9,17.9,1.7,192.2,23.996774193548383,15.190322580645159,-190.5,99.11550468262227,17.0,22.803663443716918
2016,9,PETROLINA,Manga,180180,1.81,8190,22000,26.84,35.9,18.9,0.2,211.19,24.26333333333333,16.84,-210.99,99.90529854633269,17.0,21.52968665927173
2016,10,PETROLINA,Manga,180180,1.81,8190,22000,28.364516129032257,37.0,21.0,8.5,238.78,24.35483870967742,18.364516129032257,-230.28,96.440237875869,16.0,19.21273718123555
2016,11,PETROLINA,Manga,180180,1.81,8190,22000,29.05666666666667,37.8,21.4,7.300000000000001,228.26,22.540000000000003,19.05666666666667,-220.95999999999998,96.80189257863839,16.4,17.321892082238083
2016,12,PETROLINA,Manga,180180,1.81,8190,22000,29.38387096774193,36.9,22.0,9.8,225.39,21.700000000000003,19.38387096774193,-215.58999999999997,95.65198101069258,14.899999999999999,16.79415438018776
2016,1,PETROLINA,Uva,264110,5.792307692307692,4802,55000,25.951612903225808,36.1,20.6,215.7,118.7,14.606451612903228,15.951612903225808,96.99999999999999,0.0,15.5,23.689444545810133
2016,2,PETROLINA,Uva,264110,5.792307692307692,4802,55000,27.658620689655173,36.0,20.7,9.4,194.01,20.46896551724138,17.658620689655173,-184.60999999999999,95.15488892325138,15.3,21.214315530778478
2016,3,PETROLINA,Uva,264110,5.792307692307692,4802,55000,29.638709677419357,36.3,22.8,5.7,226.15,21.50967741935484,19.638709677419357,-220.45000000000002,97.47954897192129,13.499999999999996,16.21437850753174
2016,4,PETROLINA,Uva,264110,5.792307692307692,4802,55000,28.74333333333333,35.9,21.3,1.5,206.67,22.676666666666662,18.74333333333333,-205.17,99.27420525475395,14.599999999999998,18.791591495721004
2016,5,PETROLINA,Uva,264110,5.792307692307692,4802,55000,27.0,35.6,20.8,3.7,176.76,22.68387096774193,17.0,-173.06,97.90676623670514,14.8,22.86030432775782
2016,6,PETROLINA,Uva,264110,5.792307692307692,4802,55000,25.496666666666663,35.1,19.0,1.5,155.32,23.59333333333333,15.496666666666663,-153.82,99.03425186711306,16.1,23.471057698105295
2016,7,PETROLINA,Uva,264110,5.792307692307692,4802,55000,24.61290322580645,34.2,18.3,0.4,170.42,24.932258064516127,14.612903225806448,-170.01999999999998,99.76528576458162,15.900000000000002,23.68209598734332
2016,8,PETROLINA,Uva,264110,5.792307692307692,4802,55000,25.19032258064516,34.9,17.9,1.7,192.2,23.996774193548383,15.190322580645159,-190.5,99.11550468262227,17.0,22.803663443716918
2016,9,PETROLINA,Uva,264110,5.792307692307692,4802,55000,26.84,35.9,18.9,0.2,211.19,24.26333333333333,16.84,-210.99,99.90529854633269,17.0,21.52968665927173
2016,10,PETROLINA,Uva,264110,5.792307692307692,4802,55000,28.364516129032257,37.0,21.0,8.5,238.78,24.35483870967742,18.364516129032257,-230.28,96.440237875869,16.0,19.21273718123555
2016,11,PETROLINA,Uva,264110,5.792307692307692,4802,55000,29.05666666666667,37.8,21.4,7.300000000000001,228.26,22.540000000000003,19.05666666666667,-220.95999999999998,96.80189257863839,16.4,17.321892082238083
2016,12,PETROLINA,Uva,264110,5.792307692307692,4802,55000,29.38387096774193,36.9,22.0,9.8,225.39,21.700000000000003,19.38387096774193,-215.58999999999997,95.65198101069258,14.899999999999999,16.79415438018776
2017,1,PETROLINA,Manga,173360,1.42,7880,22000,29.55806451612903,36.5,22.5,5.6,251.75,24.68387096774193,19.55806451612903,-246.15,97.77557100297915,14.0,16.41244520611266
2017,2,PETROLINA,Manga,173360,1.42,7880,22000,28.75,35.5,22.1,36.4,191.47,22.442857142857143,18.75,-155.07,80.98918890687837,13.399999999999999,19.229227983124197
2017,3,PETROLINA,Manga,173360,1.42,7880,22000,28.69032258064516,36.2,22.5,75.5,204.57,20.76129032258065,18.69032258064516,-129.07,63.09331769076599,13.700000000000003,19.299834368949547
2017,4,PETROLINA,Manga,173360,1.42,7880,22000,27.59,35.0,21.0,46.7,175.06,22.80333333333333,17.59,-128.36,73.32343196618302,14.0,22.181876363917855
2017,5,PETROLINA,Manga,173360,1.42,7880,22000,26.296774193548387,34.9,19.2,51.9,152.11,23.580645161290324,16.296774193548387,-100.21000000000001,65.87995529550983,15.7,23.188792822377998
2017,6,PETROLINA,Manga,173360,1.42,7880,22000,24.3,31.8,19.0,11.5,125.27,25.956666666666667,14.3,-113.77,90.81982916899497,12.8,26.191487075866412
2017,7,PETROLINA,Manga,173360,1.42,7880,22000,22.661290322580644,30.6,17.4,8.9,128.85,29.88387096774193,12.661290322580644,-119.94999999999999,93.09274350019402,13.200000000000003,23.30788590146668
2017,8,PETROLINA,Manga,173360,1.42,7880,22000,24.63225806451613,32.9,18.0,2.2,176.9,26.01935483870968,14.63225806451613,-174.70000000000002,98.75635952515546,14.899999999999999,24.551321488371016
2017,9,PETROLINA,Manga,173360,1.42,7880,22000,23.96333333333333,32.3,19.0,9.5,153.69,29.37,13.963333333333331,-144.19,93.81872600689701,13.299999999999997,25.45934626757717
2017,10,PETROLINA,Manga,173360,1.42,7880,22000,26.993548387096773,35.3,20.1,2.8000000000000003,225.21,26.41290322580645,16.993548387096773,-222.41,98.75671595399848,15.199999999999996,22.581714434313355
2017,11,PETROLINA,Manga,173360,1.42,7880,22000,28.426666666666662,36.3,21.0,22.1,202.86,22.92,18.426666666666662,-180.76000000000002,89.10578724243321,15.299999999999997,19.373661864679153
2017,12,PETROLINA,Manga,173360,1.42,7880,22000,28.48709677419355,36.0,21.4,35.9,202.45,21.677419354838708,18.48709677419355,-166.54999999999998,82.267226475673,14.600000000000001,19.52142159697899
2017,1,PETROLINA,Uva,336400,5.236,5800,58000,29.55806451612903,36.5,22.5,5.6,251.75,24.68387096774193,19.55806451612903,-246.15,97.77557100297915,14.0,16.41244520611266
2017,2,PETROLINA,Uva,336400,5.236,5800,58000,28.75,35.5,22.1,36.4,191.47,22.442857142857143,18.75,-155.07,80.98918890687837,13.399999999999999,19.229227983124197
2017,3,PETROLINA,Uva,336400,5.236,5800,58000,28.69032258064516,36.2,22.5,75.5,204.57,20.76129032258065,18.69032258064516,-129.07,63.09331769076599,13.700000000000003,19.299834368949547
2017,4,PETROLINA,Uva,336400,5.236,5800,58000,27.59,35.0,21.0,46.7,175.06,22.80333333333333,17.59,-128.36,73.32343196618302,14.0,22.181876363917855
2017,5,PETROLINA,Uva,336400,5.236,5800,58000,26.296774193548387,34.9,19.2,51.9,152.11,23.580645161290324,16.296774193548387,-100.21000000000001,65.87995529550983,15.7,23.188792822377998
2017,6,PETROLINA,Uva,336400,5.236,5800,58000,24.3,31.8,19.0,11.5,125.27,25.956666666666667,14.3,-113.77,90.81982916899497,12.8,26.191487075866412
2017,7,PETROLINA,Uva,336400,5.236,5800,58000,22.661290322580644,30.6,17.4,8.9,128.85,29.88387096774193,12.661290322580644,-119.94999999999999,93.09274350019402,13.200000000000003,23.30788590146668
2017,8,PETROLINA,Uva,336400,5.236,5800,58000,24.63225806451613,32.9,18.0,2.2,176.9,26.01935483870968,14.63225806451613,-174.70000000000002,98.75635952515546,14.899999999999999,24.551321488371016
2017,9,PETROLINA,Uva,336400,5.236,5800,58000,23.96333333333333,32.3,19.0,9.5,153.69,29.37,13.963333333333331,-144.19,93.81872600689701,13.299999999999997,25.45934626757717
2017,10,PETROLINA,Uva,336400,5.236,5800,58000,26.993548387096773,35.3,20.1,2.8000000000000003,225.21,26.41290322580645,16.993548387096773,-222.41,98.75671595399848,15.199999999999996,22.581714434313355
2017,11,PETROLINA,Uva,336400,5.236,5800,58000,28.426666666666662,36.3,21.0,22.1,202.86,22.92,18.426666666666662,-180.76000000000002,89.10578724243321,15.299999999999997,19.373661864679153
2017,12,PETROLINA,Uva,336400,5.236,5800,58000,28.48709677419355,36.0,21.4,35.9,202.45,21.677419354838708,18.48709677419355,-166.54999999999998,82.267226475673,14.600000000000001,19.52142159697899
2018,1,PETROLINA,Manga,366750,1.11,8150,45000,27.97741935483871,35.2,21.8,49.6,199.06,21.47741935483871,17.97741935483871,-149.46,75.08288958103084,13.400000000000002,21.551144687892833
